Location,Area,Rainfall,Temperature,Soil_Type,Nitrogen,Phosphorus,Potassium,Humidity,Yield(kg/ha),Season
Basavakalyan,1202,1390.47,30.89,Black Soil,62,31,44,76.92,4700,Kharif
Basavakalyan,547,1335.72,32.48,Red Soil,57,26,59,72.88,4700,Kharif
Humnabad,371,1193.27,27.87,Laterite Soil,52,40,43,69.5,4541,Kharif
Bhalki,467,1416.03,26.85,Red Soil,53,31,59,93.12,4700,Kharif
Humnabad,420,972.22,20.23,Red Soil,59,29,48,71.12,4382,Kharif
Humnabad,547,1445.96,20.94,Laterite Soil,52,26,51,62.22,4700,Kharif
Bhalki,492,1407.86,22.03,Black Soil,77,38,38,65.85,4700,Kharif
Humnabad,530,1324.97,20.71,Red Soil,79,45,55,90,4700,Kharif
Bhalki,924,1390.73,25.21,Black Soil,63,46,32,80.53,4700,Kharif
Bidar,489,1226.29,24.38,Black Soil,74,26,54,87.26,4700,Kharif
Bhalki,156,1305.1,28.29,Black Soil,53,42,57,88.31,4700,Rabi
Aurad,1446,1236.36,26.96,Laterite Soil,63,37,54,88.81,4700,Kharif
Aurad,437,1113.26,27.75,Black Soil,70,43,44,79.27,4547,Kharif
Humnabad,1042,1241.32,26.14,Red Soil,45,42,46,66.2,4615,Kharif
Aurad,996,1054.48,23.61,Red Soil,47,44,31,65.19,4350,Kharif
Bhalki,866,1164.17,32.39,Red Soil,78,31,56,80.09,4574,Kharif
Bidar,333,1068.47,21.12,Laterite Soil,69,23,33,72.83,4600,Kharif
Bhalki,719,973.73,32.21,Red Soil,74,44,43,79.53,4209,Kharif
Basavakalyan,772,1093.12,24.05,Laterite Soil,45,20,40,77.45,4446,Kharif
Humnabad,335,1411.19,26.66,Black Soil,62,24,56,81.08,4700,Kharif
Bidar,792,1128.65,21.41,Black Soil,77,29,41,61.12,4700,Kharif
Humnabad,629,1348.8,20.92,Laterite Soil,53,26,52,61.15,4700,Kharif
Basavakalyan,997,1005.12,25.58,Laterite Soil,51,39,45,85.26,4316,Kharif
Aurad,779,1154.65,29.64,Laterite Soil,74,48,41,66.76,4548,Kharif
Basavakalyan,1430,968.91,23.5,Black Soil,57,26,31,82.83,4329,Rabi
Aurad,653,983.17,27.31,Laterite Soil,61,49,36,79.13,4269,Kharif
Humnabad,259,1270.46,23.62,Black Soil,57,47,50,94.36,4700,Kharif
Humnabad,1321,1264.49,25.05,Black Soil,57,44,55,89.24,4700,Kharif
Humnabad,881,1028.02,31.78,Red Soil,54,32,52,74.46,4177,Kharif
Bhalki,363,1184.65,31.13,Black Soil,58,33,59,81.57,4528,Kharif
Bidar,1145,1417.98,26.71,Laterite Soil,49,24,57,64.11,4700,Rabi
Bhalki,717,1004.52,23.1,Laterite Soil,79,40,54,73.52,4498,Kharif
Basavakalyan,1150,911.53,22.51,Laterite Soil,67,21,54,85.69,4322,Rabi
Bidar,1110,1291.2,32.4,Black Soil,49,33,32,81.79,4635,Kharif
Humnabad,973,932.1,22.64,Black Soil,72,40,32,76.96,4351,Kharif
Humnabad,996,1487.96,30.51,Red Soil,67,27,42,66.18,4700,Kharif
Humnabad,1269,1265.77,24.8,Red Soil,78,39,36,88.11,4700,Kharif
Aurad,807,1182.24,32.81,Laterite Soil,75,21,34,69.56,4536,Kharif
Basavakalyan,1221,1158,24.79,Black Soil,51,27,50,88.72,4625,Kharif
Bhalki,1451,1243.84,24.57,Laterite Soil,51,39,34,81.41,4700,Kharif
Basavakalyan,1125,954.37,28.29,Laterite Soil,48,49,54,73.05,4090,Kharif
Aurad,1376,1458.01,32.5,Laterite Soil,76,48,49,61.42,4700,Kharif
Aurad,348,1275.39,32.69,Red Soil,72,24,51,68.13,4682,Kharif
Basavakalyan,657,1010.39,29.19,Laterite Soil,48,49,35,91.12,4241,Kharif
Aurad,478,1237.55,29.81,Red Soil,52,31,42,88.63,4648,Rabi
Bidar,273,979.95,27.32,Black Soil,58,26,36,80.12,4249,Kharif
Humnabad,349,910.53,29.83,Laterite Soil,74,46,31,76.32,4142,Kharif
Bhalki,224,1278.31,31.18,Red Soil,47,40,51,82.65,4634,Kharif
Aurad,306,1289.09,26.32,Black Soil,46,32,58,76.32,4700,Kharif
Bhalki,1307,1250.22,28.06,Red Soil,54,34,38,82.55,4700,Kharif
Humnabad,461,1010.09,26.99,Laterite Soil,50,29,48,70.76,4226,Kharif
Basavakalyan,1293,1262.06,27.31,Black Soil,51,23,31,89.35,4700,Rabi
Humnabad,1185,933.91,31.57,Black Soil,60,35,42,84.57,4090,Kharif
Bhalki,1293,1265.54,24.62,Black Soil,50,26,37,71.55,4700,Kharif
Bidar,232,1232.41,22.71,Red Soil,60,32,45,89.07,4700,Kharif
Basavakalyan,842,1293.15,25.93,Red Soil,71,23,30,77.06,4700,Kharif
Aurad,1401,1437.29,22.71,Red Soil,56,45,40,66.11,4700,Kharif
Bidar,1167,1410.21,26.48,Black Soil,66,31,37,62.72,4700,Kharif
Humnabad,335,1488.39,31.75,Laterite Soil,59,39,50,84.49,4700,Rabi
Bhalki,1384,1485.74,28.03,Laterite Soil,66,21,54,90.28,4700,Kharif
Bhalki,192,1363.39,31.12,Black Soil,79,24,54,88.26,4700,Kharif
Bhalki,222,1473.85,22.16,Laterite Soil,59,27,49,82.95,4700,Kharif
Humnabad,1192,1420.37,31.71,Black Soil,67,23,30,64.95,4700,Kharif
Basavakalyan,314,1336.55,27.82,Laterite Soil,46,46,50,63.29,4700,Kharif
Aurad,416,945.23,20.41,Laterite Soil,46,48,36,72.08,4255,Kharif
Bidar,1301,929.43,28.23,Laterite Soil,63,21,54,89.92,4204,Kharif
Humnabad,1016,1402.56,32.37,Red Soil,49,44,55,93.66,4700,Kharif
Bhalki,1474,1193.79,21.03,Red Soil,48,25,54,68.45,4684,Kharif
Aurad,1491,1388.76,27.57,Black Soil,72,22,38,86.67,4700,Kharif
Bhalki,803,1087.75,31.9,Red Soil,62,48,51,80.09,4352,Kharif
Humnabad,183,1138.59,20.13,Black Soil,75,33,31,61.11,4700,Kharif
Bhalki,247,1320.11,28.2,Red Soil,66,29,50,79,4700,Kharif
Humnabad,1383,1449.2,26.17,Laterite Soil,55,30,48,88.21,4700,Kharif
Bhalki,465,952.66,24.51,Red Soil,60,24,57,69.66,4240,Kharif
Humnabad,1493,1416.89,28.16,Red Soil,48,41,35,91.41,4700,Kharif
Bhalki,859,1375.81,20.69,Red Soil,65,35,56,68.27,4700,Kharif
Aurad,1429,1089.32,29.79,Black Soil,69,28,34,62.68,4380,Kharif
Aurad,554,1113.13,20.06,Black Soil,64,40,42,65.6,4648,Kharif
Bhalki,765,927.88,23.99,Laterite Soil,52,35,59,89.3,4239,Rabi
Bhalki,1031,909.44,26.55,Laterite Soil,53,28,39,74.61,4089,Kharif
Humnabad,1362,1186.2,24.9,Laterite Soil,62,36,56,87.89,4700,Kharif
Humnabad,983,957.32,24,Red Soil,75,31,30,78.59,4387,Kharif
Humnabad,1004,1016.4,30.8,Laterite Soil,79,34,55,76.82,4340,Rabi
Basavakalyan,1316,1408.06,32.15,Black Soil,74,29,55,88.24,4700,Kharif
Bhalki,1395,1242.62,31.36,Laterite Soil,62,23,57,74.82,4623,Kharif
Bhalki,589,1280.18,26.79,Laterite Soil,63,36,47,88.07,4700,Kharif
Bhalki,681,1012.49,31.49,Laterite Soil,68,37,56,63.52,4197,Kharif
Bhalki,1453,1397.2,31.97,Laterite Soil,66,37,50,82.27,4700,Kharif
Humnabad,926,1420.79,25.32,Laterite Soil,58,29,43,84.59,4700,Rabi
Humnabad,1421,1214,23.68,Black Soil,63,30,41,91.47,4700,Kharif
Basavakalyan,265,1447.53,21.28,Red Soil,73,40,35,67.85,4700,Kharif
Humnabad,554,1406.9,26.23,Laterite Soil,66,20,43,81.15,4700,Kharif
Bhalki,1428,1338.79,32.3,Red Soil,74,29,46,75.16,4700,Kharif
Bhalki,446,1340.45,27.29,Laterite Soil,59,49,36,73.4,4700,Kharif
Bidar,1050,963.24,28.68,Red Soil,65,22,32,63.73,4161,Kharif
Humnabad,707,1062.5,21.47,Black Soil,70,46,46,64.7,4554,Kharif
Bidar,483,940.11,21.87,Red Soil,56,25,52,89.29,4338,Kharif
Bhalki,1244,905.21,26.04,Laterite Soil,51,36,52,86.24,4129,Kharif
Humnabad,1115,994.99,32.37,Red Soil,55,31,39,73.38,4105,Kharif
Bhalki,208,1428.29,24.69,Red Soil,64,30,32,89,4700,Kharif
Bidar,865,1043.92,31.41,Laterite Soil,79,36,45,62.83,4319,Kharif
Bidar,1155,1482.09,21.56,Red Soil,48,22,35,81.87,4700,Kharif
Aurad,1224,1258.37,28.02,Laterite Soil,46,28,33,90.39,4700,Kharif
Aurad,165,1042.36,27.81,Black Soil,64,37,59,89.36,4422,Kharif
Humnabad,200,1198.28,31.18,Laterite Soil,64,47,49,73.05,4553,Kharif
Humnabad,1301,1031.46,20.04,Black Soil,56,25,38,86.08,4535,Kharif
Humnabad,1343,1490.38,22.47,Red Soil,61,22,58,74.96,4700,Kharif
Humnabad,1138,1408.36,22.86,Laterite Soil,62,25,36,89.4,4700,Kharif
Humnabad,1353,915.74,32.35,Red Soil,68,30,45,78.58,4061,Kharif
Humnabad,887,1468.67,22,Black Soil,52,30,35,86.77,4700,Kharif
Humnabad,1055,1332.64,20.48,Black Soil,74,26,41,62.75,4700,Kharif
Bidar,477,949.43,26.95,Red Soil,64,32,54,80.65,4241,Kharif
Bidar,1081,1302.38,26.87,Laterite Soil,67,32,58,79.26,4700,Kharif
Bidar,450,1288.16,30.97,Laterite Soil,54,26,32,81.35,4693,Kharif
Bhalki,1424,1031.27,32.34,Laterite Soil,77,33,41,84.35,4347,Kharif
Basavakalyan,667,1355.07,27,Laterite Soil,68,21,49,92.13,4700,Kharif
Bhalki,411,952.24,32.09,Black Soil,60,22,43,87.5,4121,Kharif
Humnabad,240,1193.67,29.43,Laterite Soil,72,23,43,67.69,4615,Kharif
Basavakalyan,343,905.95,23.44,Red Soil,56,27,38,88.91,4236,Kharif
Bidar,1237,1481.24,32.07,Black Soil,64,40,33,64.27,4700,Kharif
Bidar,1467,1350.94,28.68,Red Soil,62,20,52,81.78,4700,Kharif
Aurad,375,995.31,25.38,Red Soil,70,28,54,90.9,4440,Kharif
Humnabad,594,1105,28.84,Red Soil,51,36,49,63.54,4328,Kharif
Humnabad,483,996.34,25.22,Black Soil,65,37,54,89.74,4411,Kharif
Aurad,1236,1359.97,21.48,Laterite Soil,76,26,44,87.95,4700,Kharif
Bhalki,646,935.34,29.35,Red Soil,51,46,36,77.63,4066,Kharif
Aurad,1164,1404.24,30.71,Red Soil,67,22,49,70.81,4700,Kharif
Humnabad,394,1465.32,29.47,Laterite Soil,64,41,48,74.19,4700,Rabi
Bidar,213,1305.98,22.98,Laterite Soil,64,35,35,93.9,4700,Kharif
Aurad,954,1027.78,32.44,Laterite Soil,76,27,48,67.06,4263,Kharif
Basavakalyan,1081,1116.05,20.33,Laterite Soil,70,24,36,80.29,4700,Kharif
Bidar,1439,1186.34,24.32,Red Soil,68,36,30,62.91,4687,Kharif
Bhalki,311,1262.77,23.38,Black Soil,45,45,36,67.63,4700,Rabi
Bidar,1218,1301.2,20.63,Laterite Soil,72,49,32,86.72,4700,Kharif
Bhalki,174,1232.53,25.27,Laterite Soil,70,47,54,70.59,4700,Kharif
Bidar,449,1110.79,28.1,Red Soil,78,38,35,94.5,4642,Kharif
Humnabad,1398,1434.55,31.47,Laterite Soil,70,46,52,77.53,4700,Rabi
Bhalki,223,948.84,32.87,Red Soil,49,37,54,78.08,3992,Kharif
Bhalki,1289,1179.75,30.51,Red Soil,46,41,35,61.27,4381,Kharif
Aurad,301,1365.34,26.09,Red Soil,76,49,55,93.48,4700,Kharif
Bidar,730,936.52,29.41,Red Soil,78,24,40,66.1,4182,Kharif
Bhalki,1264,1323.2,30.97,Laterite Soil,74,26,31,78.84,4700,Kharif
Bhalki,1462,1391.83,26.05,Black Soil,68,37,35,73.85,4700,Kharif
Bidar,241,1296.5,30.21,Laterite Soil,72,49,51,74.55,4700,Kharif
Bidar,1021,907.76,26.27,Black Soil,47,32,47,82.52,4089,Kharif
Basavakalyan,896,1008.08,25.02,Laterite Soil,54,41,52,83.17,4345,Kharif
Aurad,977,1105.27,26.84,Red Soil,50,30,43,65.4,4380,Kharif
Bhalki,1345,1040.21,28.79,Laterite Soil,78,24,41,77.49,4430,Kharif
Bidar,834,1477.59,29.45,Red Soil,75,41,38,87.67,4700,Kharif
Bhalki,521,1290.96,24.64,Laterite Soil,57,34,42,75.52,4700,Kharif
Basavakalyan,1409,1078.18,27.43,Red Soil,64,40,55,65.8,4402,Rabi
Basavakalyan,1215,1457.82,31.83,Black Soil,76,26,49,70.96,4700,Kharif
Bhalki,1322,1344.36,32.69,Red Soil,54,24,56,67.43,4696,Kharif
Aurad,949,1070.76,22.95,Laterite Soil,70,49,50,64.4,4531,Kharif
Humnabad,874,1127.33,22.51,Red Soil,63,48,51,73.22,4637,Kharif
Bhalki,760,1019.66,28.8,Black Soil,73,26,30,78.93,4369,Kharif
Basavakalyan,269,1482.64,25.39,Black Soil,57,36,37,62.55,4700,Kharif
Aurad,690,1210.38,20.31,Laterite Soil,78,28,57,81.13,4700,Kharif
Bidar,197,1437.63,24.51,Red Soil,64,25,58,94.76,4700,Kharif
Aurad,950,1107.9,30.49,Laterite Soil,62,28,38,93.74,4478,Kharif
Aurad,1301,1416.5,30.37,Red Soil,78,36,46,89.02,4700,Kharif
Bhalki,1158,932.33,26.43,Black Soil,52,21,42,69.32,4106,Kharif
Aurad,188,1489.25,26.14,Laterite Soil,60,42,33,60.78,4700,Kharif
Bidar,622,1447.22,27.53,Black Soil,67,39,35,89.17,4700,Rabi
Bhalki,1306,1117.92,22.85,Red Soil,76,49,42,61.95,4644,Kharif
Basavakalyan,1292,1364.83,26.84,Black Soil,57,32,55,67.2,4700,Kharif
Bidar,473,1351.35,20.14,Red Soil,70,45,46,79.06,4700,Kharif
Bhalki,201,1440.75,26.18,Laterite Soil,45,49,48,66.24,4700,Kharif
Bhalki,1097,1084.35,24.37,Red Soil,46,36,59,89.18,4475,Kharif
Humnabad,1082,1179.31,28.77,Red Soil,57,40,52,87.2,4594,Kharif
Bidar,285,1419,28.3,Laterite Soil,71,39,53,86.45,4700,Kharif
Aurad,318,1367.15,24.95,Laterite Soil,48,25,58,88.56,4700,Kharif
Bidar,666,1136.08,20.09,Black Soil,64,48,37,67.69,4697,Kharif
Bidar,509,1407.44,23.28,Red Soil,47,42,50,85.51,4700,Kharif
Humnabad,1410,928.17,28.23,Red Soil,67,46,46,72.43,4156,Kharif
Aurad,217,1369.23,20.94,Black Soil,46,38,46,83.34,4700,Kharif
Humnabad,1323,1024.06,21.4,Red Soil,60,25,53,64.27,4425,Kharif
Humnabad,630,1071.67,28.41,Red Soil,54,21,50,84.7,4381,Kharif
Humnabad,370,1195.93,29.82,Laterite Soil,72,47,44,94.02,4700,Kharif
Bidar,410,1169.84,24.18,Laterite Soil,62,45,56,61.53,4619,Kharif
Humnabad,415,1212.34,26.37,Laterite Soil,46,32,54,63.28,4552,Kharif
Basavakalyan,826,1226.87,32.29,Black Soil,58,39,30,64.33,4506,Kharif
Aurad,1229,1098.92,32.29,Laterite Soil,64,49,31,75.07,4355,Kharif
Aurad,1003,1005.14,24,Black Soil,67,29,49,70.18,4391,Kharif
Humnabad,557,1361.09,30.53,Laterite Soil,51,48,39,88.24,4700,Kharif
Bidar,618,1139.99,27.72,Red Soil,58,28,56,76.58,4513,Kharif
Bhalki,911,1203.5,32.68,Red Soil,52,32,45,76.96,4469,Kharif
Bhalki,392,1286.82,26.21,Laterite Soil,49,26,52,85.1,4700,Kharif
Bidar,663,1445.78,30.07,Laterite Soil,67,37,33,72.67,4700,Kharif
Humnabad,1342,1324.53,29.99,Black Soil,54,41,37,72.36,4700,Kharif
Humnabad,724,927.28,26.47,Red Soil,71,33,45,86.49,4279,Kharif
Basavakalyan,815,1403.14,30.34,Laterite Soil,79,23,36,87.3,4700,Kharif
Bhalki,916,1493.61,23.39,Laterite Soil,45,27,34,60.5,4700,Kharif
Bhalki,1458,1183.49,21.59,Red Soil,51,31,52,65.03,4656,Kharif
Aurad,603,1481.75,25.53,Laterite Soil,52,27,37,67.46,4700,Kharif
Humnabad,337,1228.4,32.27,Red Soil,55,35,32,72.31,4523,Kharif
Bidar,854,1175.77,26.51,Laterite Soil,78,20,32,70.2,4700,Kharif
Humnabad,1469,1098.84,28.26,Red Soil,72,43,47,83.4,4537,Kharif
Humnabad,841,1294.53,28.11,Black Soil,78,29,33,88.98,4700,Kharif
Basavakalyan,751,1037.89,21.72,Laterite Soil,64,26,56,66.72,4476,Kharif
Bidar,1396,962.96,25.07,Laterite Soil,72,49,33,79.7,4357,Kharif
Basavakalyan,484,916.34,29.19,Laterite Soil,47,33,44,72.87,3993,Kharif
Basavakalyan,606,1075.43,32.64,Black Soil,53,36,59,77.7,4248,Kharif
Basavakalyan,887,1137.46,22.18,Laterite Soil,66,38,44,81.73,4700,Kharif
Basavakalyan,486,1231.25,25.34,Laterite Soil,69,49,58,91.28,4700,Kharif
Humnabad,504,1075.65,21.24,Red Soil,46,24,33,66.73,4448,Kharif
Aurad,505,1490.44,23.15,Laterite Soil,67,38,31,63.05,4700,Kharif
Humnabad,381,1075.05,24.9,Laterite Soil,61,22,52,81.95,4506,Kharif
Basavakalyan,1440,1164.59,27.03,Red Soil,69,20,55,73.79,4629,Kharif
Basavakalyan,945,961.97,23,Black Soil,56,27,32,65.7,4255,Kharif
Aurad,339,1056.38,22.96,Black Soil,71,28,57,64.1,4509,Kharif
Bhalki,197,929,30.11,Red Soil,64,24,39,79.56,4121,Kharif
Bidar,1457,1235.71,32.51,Black Soil,53,20,30,70.52,4511,Kharif
Basavakalyan,963,1350.64,24.21,Black Soil,67,36,47,94.91,4700,Kharif
Basavakalyan,204,1017.43,28.94,Laterite Soil,72,44,34,74.21,4336,Kharif
Humnabad,268,1120.75,23.36,Laterite Soil,73,33,38,67.43,4641,Kharif
Basavakalyan,1175,909.97,32.06,Laterite Soil,76,36,49,82.01,4120,Kharif
Basavakalyan,373,1403.71,28.75,Black Soil,56,28,35,68.55,4700,Kharif
Bidar,897,1367.98,30.43,Laterite Soil,74,22,48,77.29,4700,Kharif
Humnabad,352,937.95,20.64,Black Soil,55,22,38,76.89,4309,Kharif
Bhalki,160,1118.92,27.78,Laterite Soil,64,32,47,75.87,4507,Kharif
Basavakalyan,408,1473.17,26.86,Black Soil,55,39,53,87.86,4700,Kharif
Basavakalyan,447,1135.22,23.81,Red Soil,60,24,44,67.58,4578,Kharif
Bhalki,818,1215.73,23.41,Red Soil,79,25,44,91.65,4700,Kharif
Aurad,1370,1113.15,27.54,Laterite Soil,45,33,56,87.7,4435,Rabi
Bhalki,482,1257.68,29.18,Black Soil,69,25,43,71.66,4700,Kharif
Bhalki,302,1486.89,20.43,Red Soil,71,45,59,66.32,4700,Kharif
Humnabad,283,1498.5,27.38,Red Soil,76,48,32,69.78,4700,Kharif
Bhalki,1105,1364.83,22.22,Laterite Soil,50,48,37,71.64,4700,Kharif
Humnabad,265,1142.59,21.82,Laterite Soil,67,44,48,79.49,4700,Kharif
Bhalki,1240,1196.66,28.1,Black Soil,73,36,40,61.62,4635,Kharif
Basavakalyan,811,1114.04,24.04,Red Soil,74,28,57,92,4700,Kharif
Basavakalyan,1429,1491.34,25.73,Black Soil,66,23,57,63.45,4700,Kharif
Aurad,702,1324.66,24.68,Black Soil,55,42,33,69.77,4700,Kharif
Bhalki,842,1169.36,28.43,Laterite Soil,70,34,44,63.83,4569,Kharif
Bidar,337,907.27,26.11,Black Soil,67,41,53,68.98,4158,Kharif
Bhalki,188,1212.29,32.52,Black Soil,47,44,39,89.32,4508,Kharif
Bidar,629,1490.36,24.58,Red Soil,50,37,49,81.53,4700,Kharif
Bhalki,1075,1213.84,29.62,Black Soil,51,34,40,67.96,4522,Kharif
Humnabad,878,1009.46,23.34,Red Soil,66,46,54,90.51,4491,Kharif
Basavakalyan,1303,913.26,26.61,Red Soil,77,37,38,88.02,4292,Kharif
Bidar,925,1112.82,27.18,Black Soil,47,26,51,86.38,4451,Rabi
Bidar,212,1450.94,24.28,Black Soil,74,34,46,89.67,4700,Kharif
Bhalki,1104,1497.93,26.13,Red Soil,68,47,38,81.69,4700,Kharif
Basavakalyan,246,1467.22,23.63,Black Soil,47,44,54,77.55,4700,Kharif
Aurad,679,1337.65,20.08,Red Soil,46,24,59,73.09,4700,Kharif
Bidar,874,1234.89,22.8,Black Soil,63,42,58,67.83,4700,Kharif
Basavakalyan,1170,1254.41,29.1,Red Soil,68,30,52,79.51,4700,Kharif
Basavakalyan,385,1223.4,30.02,Red Soil,64,43,38,91.13,4700,Rabi
Bidar,1258,1324.23,23.64,Laterite Soil,75,33,53,80.79,4700,Kharif
Humnabad,504,1151.32,25.3,Black Soil,75,27,54,92.19,4700,Kharif
Humnabad,1339,1301.52,20.49,Red Soil,73,23,38,72.49,4700,Rabi
Bhalki,1401,972.97,23.08,Red Soil,48,29,52,84.33,4299,Kharif
Bhalki,1074,1059.42,30.13,Black Soil,54,26,51,82.7,4308,Kharif
Basavakalyan,1233,1401.6,27.88,Black Soil,79,20,31,83.47,4700,Kharif
Bidar,313,1442.25,22.68,Black Soil,65,39,42,82.58,4700,Kharif
Humnabad,1403,1223.4,23.35,Laterite Soil,45,31,52,67.76,4659,Kharif
Basavakalyan,1031,918.98,30.62,Black Soil,56,32,30,65.03,3984,Kharif
Humnabad,743,1456.18,22.72,Laterite Soil,68,35,35,94.25,4700,Rabi
Bidar,1330,1321.24,24.34,Black Soil,46,33,35,61.59,4700,Kharif
Humnabad,1167,1148.42,28.64,Laterite Soil,64,32,45,76.37,4540,Kharif
Aurad,1076,1259.03,27.29,Black Soil,60,24,41,74.88,4700,Kharif
Bhalki,1023,1157.86,25.99,Laterite Soil,78,33,44,72.6,4692,Kharif
Humnabad,1058,1179.2,31.7,Red Soil,57,45,36,87.37,4521,Kharif
Bidar,1415,1432.09,22.86,Laterite Soil,62,32,31,86.09,4700,Kharif
Bidar,1040,996.65,29.64,Laterite Soil,73,33,59,91.68,4357,Kharif
Aurad,1341,962.2,22.07,Red Soil,58,31,59,73.84,4323,Kharif
Bidar,270,901.64,28,Black Soil,74,42,58,79.75,4185,Kharif
Aurad,1115,1088.4,31.32,Red Soil,79,47,41,91.23,4515,Kharif
Basavakalyan,151,988.45,25.95,Red Soil,53,41,49,94.78,4327,Kharif
Humnabad,267,1031.99,29.42,Red Soil,56,39,31,93.93,4333,Kharif
Bidar,788,906.74,30.67,Laterite Soil,65,34,59,85.12,4095,Kharif
Bhalki,523,1036.32,21.77,Red Soil,62,38,33,65.01,4453,Kharif
Humnabad,1281,1099.63,29.18,Black Soil,55,30,32,60.81,4323,Kharif
Aurad,1472,918.94,31.96,Laterite Soil,71,49,31,88.88,4136,Kharif
Humnabad,261,1264.74,27.49,Laterite Soil,68,41,47,89.43,4700,Rabi
Humnabad,649,1241.28,22.42,Red Soil,78,45,32,86.12,4700,Kharif
Bidar,824,958.22,21.65,Laterite Soil,64,34,39,69.8,4346,Kharif
Bhalki,1192,1257.01,23.38,Black Soil,57,49,41,82.39,4700,Rabi
Basavakalyan,1193,1499.19,21.35,Laterite Soil,52,48,33,71.07,4700,Kharif
Bhalki,921,1466.68,26.67,Red Soil,49,47,52,75.77,4700,Kharif
Aurad,710,901.6,20.91,Red Soil,51,40,49,73.39,4199,Kharif
Bhalki,303,1377.23,22.9,Red Soil,56,49,56,91.98,4700,Kharif
Bhalki,969,1112.16,25.72,Laterite Soil,48,31,36,68.2,4419,Kharif
Aurad,533,938.19,26.16,Red Soil,63,38,49,80.22,4233,Kharif
Bhalki,953,1077.59,27.35,Laterite Soil,45,35,48,72.63,4316,Kharif
Basavakalyan,830,1093.04,29.17,Red Soil,57,23,37,83.21,4413,Kharif
Humnabad,1371,1213.95,20.61,Red Soil,69,37,32,79.76,4700,Kharif
Basavakalyan,328,1296.65,21.05,Red Soil,78,28,56,92.34,4700,Kharif
Humnabad,764,1349.43,20.79,Black Soil,79,35,44,63.56,4700,Kharif
Humnabad,196,1047.54,25.5,Black Soil,61,26,37,67.72,4384,Kharif
Bhalki,707,1093.06,20.54,Red Soil,70,47,47,86.82,4700,Kharif
Humnabad,332,1085.03,29.7,Red Soil,65,49,58,72.91,4392,Kharif
Aurad,503,1117.64,22.9,Laterite Soil,56,45,43,65.8,4538,Kharif
Basavakalyan,636,1499.79,32.21,Laterite Soil,60,38,48,77.62,4700,Kharif
Humnabad,365,1366.77,26.32,Black Soil,64,43,33,82.82,4700,Kharif
Bhalki,1041,1484.99,25.8,Laterite Soil,54,43,32,61.57,4700,Rabi
Bhalki,1001,1315.87,30.15,Laterite Soil,67,30,51,70.21,4700,Kharif
Bhalki,978,1143.76,29.27,Laterite Soil,74,36,38,88.33,4624,Kharif
Bidar,1182,1133.85,27.9,Laterite Soil,52,49,39,78.21,4468,Kharif
Basavakalyan,1158,1193.15,32.16,Black Soil,49,40,37,61.24,4382,Kharif
Bhalki,1386,1150.12,25.49,Black Soil,56,24,49,69.87,4548,Kharif
Aurad,1312,1397,30.51,Laterite Soil,58,31,31,82.37,4700,Kharif
Bhalki,1157,1179,24.94,Laterite Soil,56,38,55,66.98,4602,Kharif
Bidar,883,1077.37,30.9,Black Soil,68,21,30,88.96,4430,Kharif
Basavakalyan,470,1364.92,23.37,Red Soil,61,20,56,83.68,4700,Kharif
Humnabad,240,1412.65,23.76,Laterite Soil,45,48,33,76.5,4700,Kharif
Basavakalyan,464,1152.26,28.81,Red Soil,55,23,45,92.05,4552,Kharif
Humnabad,261,1300.69,22.77,Laterite Soil,50,47,34,73.71,4700,Kharif
Humnabad,1286,935.28,22.98,Black Soil,59,30,47,68.23,4235,Rabi
Bhalki,523,1217.68,23.97,Laterite Soil,67,45,43,83.15,4700,Kharif
Aurad,1436,926.99,28.83,Red Soil,67,37,42,80.07,4170,Kharif
Aurad,517,917.51,31.56,Black Soil,56,40,45,71.73,3985,Kharif
Bhalki,527,1267.75,28.77,Laterite Soil,51,47,58,72.03,4656,Kharif
Bidar,978,1082,30.76,Laterite Soil,60,46,44,73.94,4334,Rabi
Humnabad,974,1345.52,27.07,Black Soil,79,35,48,70.19,4700,Kharif
Aurad,823,1437.65,20.9,Laterite Soil,73,29,58,84.86,4700,Kharif
Basavakalyan,706,983.63,21.31,Black Soil,61,31,33,82.8,4434,Kharif
Bidar,1218,1334.71,27.21,Laterite Soil,70,21,48,75.43,4700,Kharif
Bhalki,1444,1208.71,24.26,Black Soil,64,20,53,73.92,4700,Kharif
Bidar,644,967.27,22.87,Laterite Soil,69,29,59,72.78,4374,Kharif
Aurad,871,1290.96,26.06,Black Soil,63,29,42,69.92,4700,Kharif
Bhalki,835,1265.68,28.66,Black Soil,65,47,40,63,4700,Kharif
Aurad,396,1209.39,25,Laterite Soil,76,45,57,69.39,4700,Kharif
Humnabad,323,1455.88,30.43,Black Soil,72,29,47,71.24,4700,Kharif
Bidar,185,1212.65,29.6,Laterite Soil,56,44,54,79.17,4595,Kharif
Humnabad,451,1494.31,29.55,Laterite Soil,59,21,40,87.08,4700,Kharif
Basavakalyan,1331,1205.54,32.81,Laterite Soil,72,45,51,73.85,4577,Rabi
Humnabad,1035,969.51,23.84,Black Soil,65,39,30,93.07,4411,Kharif
Bidar,182,1182.28,28.38,Laterite Soil,60,22,44,88.96,4634,Kharif
Basavakalyan,531,1009.4,31.12,Black Soil,67,20,53,94.47,4318,Kharif
Aurad,573,1258.28,27.53,Red Soil,70,43,39,90.67,4700,Kharif
Basavakalyan,875,1315.88,30.26,Red Soil,59,37,51,81.59,4700,Kharif
